Track ID,Entry time,Exit Time,Movement Tracks
2,5,120,136,52,145,48,153,42,160,34,163,31,172,29,191,28
27,10,120,221,36,227,32,229,29,230,26,241,21,242,19
37,40,135,619,591,616,585,615,574,608,564
1,5,160,909,38,911,39,916,42,917,42,910,42,911,43,917,43,918,49,924,52,928,54,932,53,937,54,938,56,939,56,945,57,944,60
8,5,165,1027,119,1030,122,1031,128,1033,134,1034,136,1035,145,1042,150,1046,154,1052,169,1054,173,1069,200,1060,216
46,70,165,686,588,683,580,684,567,685,556
19,5,175,846,315,851,323,857,336,860,341,864,357,869,363,877,380,882,391,891,402,896,417,900,425,907,440,918,459,926,465,931,486,938,494,946,523,958,540,963,551
47,75,175,399,591,400,584,407,572,398,563,404,557
6,5,180,685,109,680,106,681,101,681,97,682,85,680,81,678,80,677,75,676,72,677,66,673,60,670,55,670,53,668,48,670,41,669,38,669,34,658,33,655,31,653,30
23,5,180,50,501,56,504,65,507,67,508,72,510,85,522,104,523,98,531,94,543
49,85,195,91,58,103,58,111,57,123,55,135,52,141,39,144,40
26,10,200,983,107,984,108,983,126,984,126,987,126,1000,173,999,180,1007,190,1016,195,1023,196,1025,206,1028,219,1031,225,1046,223,1044,242,1050,249,1055,263,1060,265,1064,284,1068,293
10,5,205,417,167,413,161,412,151,412,143,410,137,410,130,410,126,410,118,409,114,409,105,411,101,412,96,413,89,411,83,412,74,413,72,413,66,412,61,410,57,410,52,410,51,409,43,407,39,406,34,407,32
12,5,205,837,226,841,235,847,243,851,253,854,266,860,275,866,287,875,299,879,316,885,323,890,336,898,348,905,364,909,377,921,388,927,406,938,417,946,440,958,457,992,534,1011,546,1016,563
13,5,205,160,297,158,309,158,316,154,323,151,337,148,343,148,359,146,369,140,376,139,394,132,406,128,416,126,435,118,439,112,458,109,480,99,483,80,554,73,558,73,569,69,580,60,588
22,5,205,821,448,812,447,802,445,785,442,771,445,757,441,743,449,729,456,716,456,701,460,693,460,681,464,673,471,661,483,650,486,636,502,628,508,619,525,613,544,604,550,594,558,586,565,575,572,573,581,570,587
54,105,205,1069,152,1069,156,1068,157,1068,168,1068,170
56,115,205,730,27,725,25,728,26
14,5,235,441,288,440,277,441,271,440,258,441,249,443,239,442,232,440,228,440,216,439,211,440,200,440,194,438,188,435,179,433,174,431,165,428,160,424,156,420,147,422,142,421,135,418,126,417,121,418,114,418,110,418,101,417,98,418,74
34,30,275,481,66,482,66,482,67,484,67,486,66,480,65,474,64,469,63,472,62,473,62,475,63,478,63,479,63,479,64,478,62,482,60,482,59,484,57,482,55,475,53,470,50,471,48,479,43,481,40,480,39,477,38,478,36,477,35,478,33,482,31,478,29
48,75,285,17,330,16,333,19,341,25,356,31,360,43,366,45,378,51,382,56,399,61,408,68,411,76,424,84,435,87,446,93,460,99,469,113,481,126,501,128,525,130,539,137,546,142,557,149,565,151,575,157,586,158,592
69,190,290,450,590,453,582,453,573,453,564,453,555
36,35,295,663,263,667,259,669,250,668,245,669,238,670,229,675,221,676,212,674,206,673,199,675,193,675,189,676,183,676,180,673,171,675,166,675,159,672,153,672,149,667,130,666,127,666,122,667,120,667,112,668,106,670,103,670,99,670,97,671,89,674,85,675,82,688,60
44,60,295,1000,130,1001,136,1000,143,1002,148,1006,158,1003,164,1007,171,1013,180,1009,188,1012,194,1014,200,1016,207,1016,218,1017,223,1018,230,1017,244,1019,246,1020,260,1026,268,1029,275,1029,291,1032,296,1040,310,1042,324,1046,331,1052,345,1054,355,1056,363,1059,383,1062,411,1065,430
62,160,295,1021,98,1026,100,1018,104,1015,107,1015,112,1018,113,1020,119,1027,120,1029,123,1033,132
66,175,305,1041,104,1042,113,1044,113,1047,113,1046,125,1053,131,1059,135,1057,136,1060,143
11,5,315,336,195,337,197,337,205,336,205,341,224,342,236,342,239,342,245,345,249,346,259,344,266,345,268,343,275,342,286,341,288,338,296,337,308,335,317,335,323,333,329,329,343,325,347,323,359,323,369,320,375,318,390,316,394,319,406,321,414,320,424,319,439,317,447,320,460,321,472,322,480,318,501,317,508,320,525,320,534,319,545,312,558,311,565,312,573,311,581,307,587
64,170,335,16,366,17,379,24,390,29,393,35,410,43,415,48,432,55,441,71,452,79,463,86,475,93,493,102,499,113,519,121,527,120,551,136,557,143,564
20,5,340,397,402,399,389,399,377,397,360,398,347,399,335,400,323,400,315,401,299,402,294,402,278,404,271,406,262,407,247,405,241,408,227,409,222,406,213,403,204,403,196,401,189,403,180,401,171,400,165,400,159,400,149,400,144,399,136,398,128,399,124,399,113,398,109,397,102,396,97,395,96,397,85,397,82,397,78,398,72,399,66,398,57,399,54,397,49,400,43,401,42,398,34,399,34,391,33,392,33,394,33,402,33,405,31
3,5,341,793,50,793,49,792,49,786,50,786,60,786,59,790,58,791,57,791,57,791,57,791,57,791,57,791,57,791,57,787,56,787,55,787,54,787,54,787,53,787,54,787,53,791,48,790,49,790,50,787,50,787,50,787,49,790,49,787,49,787,49,787,49,790,49,787,49,787,49,787,49,787,49,787,48,785,49,785,49,791,41,791,41
5,5,341,67,106,67,105,66,103,64,102,63,101,63,102,62,102,61,102,62,102,60,103,60,101,53,85,58,83,63,83,71,83,65,99,64,99,63,99,63,98,63,98,62,97,62,96,54,95,54,95,54,95,53,95,54,95,53,95,53,95,52,96,52,96,50,96,49,97,47,98,46,99,43,99,39,100,39,101,38,102,38,101,38,100,38,101,39,100,43,101,43,100,43,99,43,98,39,101,39,101,39,99,39,99,38,100,38,101,38,101,37,103,35,105,31,104,28,104,27,105,26,106
9,5,341,536,143,537,144,536,146,536,152,537,154,536,160,534,166,535,172,536,182,536,184,534,192,531,196,533,204,532,211,533,214,533,221,531,228,531,237,531,244,531,249,530,258,529,264,529,274,527,282,530,287,529,297,528,307,528,315,530,323,535,328,533,341,533,352,537,356,538,368,542,380,542,390,541,404,543,413,543,429,547,440,548,453,546,471,548,479,549,498,552,510,552,520,552,543,552,550,558,558,563,567,568,574,567,583,571,591
15,5,341,198,307,200,313,198,317,203,315,203,312,202,310,203,310,203,311,203,312,203,312,203,310,203,307,203,307,203,307,203,306,203,306,203,305,203,306,202,306,201,299,201,299,201,298,202,298,201,298,201,297,201,297,201,297,201,299,203,297,228,301
16,5,341,235,323,237,322,238,320,224,313,227,314,227,314,225,314,235,317,237,317,238,317,242,317,240,316,239,315,238,314,233,314,235,314,237,314,236,314,228,316,230,314,232,315,232,316,235,317,236,310,237,310,237,310,239,311,234,293,233,310,230,310,232,310,233,310,232,310,231,310,230,310,234,310,233,308,233,307,232,307,236,308,233,309,229,309,203,296,203,295
17,5,341,268,317,267,318,267,318,266,316,268,317,270,316,270,316,270,316,269,314,265,314,267,316,268,317,266,316,266,313,266,314,268,312,265,313,269,312,272,312,272,310,273,313,269,311,269,311,266,312,266,311,265,311,264,296,266,297,265,295,263,295
21,5,341,1059,437,1061,423,1057,411,1052,393,1036,383,1027,371,1021,362,1017,355,1011,345,1003,332,993,323,989,312,984,305,977,295,970,283,962,276,952,268,950,259,946,253,939,242,932,237,927,227,924,215,921,213,916,204,912,196,906,191,904,180,901,173,896,167,896,160,892,154,892,148,892,142,889,141,887,130,886,125,882,120,879,114,877,109,874,102,869,98,864,94,864,87,860,82,857,75,854,71,850,67,848,59,844,55,843,48,840,44,836,42,832,34,825,38,822,38,820,31
24,5,341,671,562,669,551,660,542,655,525,650,501,649,496,642,472,636,463,632,453,628,434,626,430,624,411,621,399,620,388,617,369,616,363,614,352,615,339,614,332,613,318,613,311,615,301,615,288,614,283,614,274,612,263,617,259,616,244,616,238,614,230,615,220,614,215,614,205,613,200,610,195,612,183,613,177,613,172,615,165,615,160,614,151,612,145,614,142,616,133,615,127,615,121,615,114,616,112,616,103,617,99,613,91,613,84,612,79,610,76,608,73
29,10,341,627,60,625,65,625,67,628,76,629,79,629,83,631,87,631,95,632,97,632,104,633,106,635,112,636,114,636,121,635,127,637,132,638,137,641,143,636,150,638,152,643,160,645,166,649,173,657,158,655,183,657,189,657,198,662,206,666,218,667,227,667,238,669,243,671,254,672,260,672,271,674,277,677,288,683,298,682,311,684,318,688,329,693,338,693,352,694,364,698,371,702,388,703,394,704,413,709,417,712,434,714,445,716,499,715,481,723,495,728,509,729,524,728,545,730,557,732,570,737,580,741,590
31,20,341,573,109,573,113,573,113,574,124,574,126,575,133,576,137,575,145,576,150,580,167,578,171,578,177,574,180,570,190,570,196,568,196,566,204,559,213,558,218,557,228,555,237,553,238,552,244,549,243,547,264,546,271,544,272,543,288,544,298,548,315,555,321,554,329,557,341,561,346,564,359,569,370,571,377,575,389,583,415,584,431,585,436,586,454,587,470,588,471,590,495,592,505,590,523,591,541,591,549,591,558,595,567,589,575
33,30,341,959,52,960,57,965,58,967,66,966,67,967,76,970,77,972,80,976,83,975,81,976,80,978,99,981,104,978,99,976,99,975,97,976,98,979,101,984,109,988,120,993,172,1001,180,1011,222,1012,228,1010,236,1012,243,1018,250,1019,266,1020,274,1021,289,1023,297,1023,301,1023,317,1026,322,1029,333,1032,344,1042,360,1045,368,1054,382,1055,386
42,55,341,337,193,337,195,340,202,340,215,339,219,339,225,339,228,336,239,337,246,335,253,330,262,329,272,327,276,324,288,321,291,318,298,316,310,315,314,314,321,312,335,309,336,311,353,309,363,307,366,304,380,302,386,300,398,300,415,299,417,288,453,288,471,288,480,287,487,283,509,279,517,276,532,274,551,273,555,269,564
43,60,341,604,554,598,541,595,530,586,511,586,497,582,486,579,460,583,440,580,429,579,417,582,399,583,385,585,375,586,369,586,357,589,343,590,332,592,320,592,310,592,299,593,288,595,282,595,269,594,264,596,253,594,246,594,240,593,229,591,221,590,213,590,207,590,198,590,189,588,187,588,175,590,170,590,164,590,158,588,150,591,141,592,136,592,129,592,124,589,120,591,113,591,107,595,100,592,98,591,100,575,63
52,90,341,691,546,692,525,693,507,692,480,695,470,700,447,702,434,703,416,704,400,711,391,713,370,714,363,714,343,716,334,720,318,723,308,724,300,722,284,722,277,721,261,720,259,718,244,715,235,716,224,715,214,713,207,711,196,711,191,711,178,711,171,709,165,710,152,709,147,711,137,712,131,711,123,710,118,714,114,716,105,716,102,717,94,719,89,722,81,725,76,725,72,727,66,727,61,731,52,732,49,731,43,732,36
53,100,341,402,548,403,529,403,521,408,495,411,482,411,475,409,454,411,436,412,431,417,409,413,402,417,392,413,369,412,363,416,356,413,338,413,335,412,324,407,309,409,300,409,292,406,282,409,277,408,269,407,254,409,251,409,239,410,230,412,228,411,216,410,206,411,201,412,189,413,183,413,181,411,171,413,166,417,158,418,151,419,148,420,145,420,133,421,126,425,122,426,119,431,111,434,105,434,99,434,95
57,115,341,529,84,528,90,529,95,529,97,531,101,530,106,530,112,528,114,528,119,529,126,527,130,527,138,523,142,524,149,523,157,524,161,523,168,523,171,522,176,524,188,524,191,523,200,523,206,523,212,525,221,527,226,527,236,528,244,530,246,532,255,537,261,535,272,537,286,537,293,538,305,542,314,541,321,538,335,538,341,541,356,541,367,542,372,542,389,542,393,543,406,549,416
59,125,341,134,35,135,34,137,35,137,36,138,38,137,41,135,44,135,49,135,51,134,54,132,57,132,58,132,65,132,67,133,67,133,74,131,77,131,80,132,84,133,88,133,89,132,96,130,101,129,101,130,104,131,106,132,107,131,111,120,128,117,135,116,136,115,145,113,148,109,155,103,157,100,165,97,170,98,172,96,174,94,178
60,130,341,180,49,189,50,203,44,211,44,219,39,233,40,240,39,259,40,263,41,277,38,286,40,293,36,301,38,310,39,327,40,340,41,350,42,357,41,420,35,448,40,468,37,520,33
70,215,341,451,548,448,527,446,519,445,502,442,483,440,476,438,456,436,446,435,434,436,414,435,409,435,394,433,386,433,377,435,362,436,357,437,345,437,331,439,328,440,315,443,308,445,297,444,284,445,276,445,267,446,259
73,240,341,1057,130,1057,127,1055,124,1053,125,1048,90,1035,89,1025,90,1015,88,1004,83,989,83,983,81,974,75,964,75,951,71,944,67,936,65,928,58,920,56,906,52,900,48,890,44
75,245,341,569,56,569,58,563,60,559,76,556,79,561,86,552,88,547,95,536,100,536,103,548,107,545,110,545,113,546,119,545,120,546,125,549,129
76,250,341,804,582,782,572,771,564,760,553,741,548
77,260,341,868,586,866,572,864,565,867,554,869,547,873,532
79,270,341,1062,79,1058,77,1058,63,1051,62,1046,60,1044,56,1026,41,1023,38,1013,35,1015,31,1020,30
82,285,341,690,503,677,486,666,482,650,463,636,458,631,448,620,425,612,416,603,403,593,392,585,385,573,366
84,290,341,873,506,874,500,879,478,882,469,885,455,886,434,889,428,890,407,894,394,895,381,899,367
85,290,341,1015,59,1010,56,1006,53,1003,50,986,55,989,43,983,38,976,35,976,31,973,28,968,26
87,295,341,838,589,841,579,837,572,834,564
89,310,341,13,219,12,226,13,229,15,229,20,242,23,245,23,250
90,310,341,1050,82,1046,87,1042,84,1035,74,1028,61
91,315,341,828,555,827,545,827,522,826,508,822,493,821,481
92,320,341,38,412,44,417,55,427,64,438,68,448
93,325,341,823,589,818,581,814,569
94,325,341,673,593,669,585,667,575,668,566
